Time R-A_pFluct R-B_pFluct R-C_pFluct R-D_pFluct R-E_pFluct 
0.0256225 -0.680610979 -0.341413749 0 0 0 
0.025625 -0.68005833 -0.341127492 0 0 0 
0.0256275 -0.679503705 -0.340842018 0 0 0 
0.02563 -0.678944347 -0.340554972 0 0 0 
0.0256325 -0.67838807 -0.340266213 0 0 0 
0.025635 -0.677826079 -0.339978074 0 0 0 
0.0256375 -0.677263365 -0.339687361 0 0 0 
0.02564 -0.676700975 -0.339396625 0 0 0 
0.0256425 -0.676132499 -0.339105352 0 0 0 
0.025645 -0.675567114 -0.338811562 0 0 0 
0.0256475 -0.674997077 -0.338518973 0 0 0 
0.02565 -0.674424873 -0.338224039 0 0 0 
0.0256525 -0.673854657 -0.337928356 0 0 0 
0.025655 -0.673277574 -0.337632734 0 0 0 
0.0256575 -0.672703304 -0.337334487 0 0 0 
0.02566 -0.672125266 -0.337037199 0 0 0 
0.0256625 -0.671544247 -0.33673809 0 0 0 
0.025665 -0.670965951 -0.336437754 0 0 0 
0.0256675 -0.670380738 -0.336137837 0 0 0 
0.02567 -0.669797872 -0.335835356 0 0 0 
0.0256725 -0.669211852 -0.33553351 0 0 0 
0.025675 -0.668622679 -0.335230238 0 0 0 
0.0256775 -0.668036123 -0.334925507 0 0 0 
0.02568 -0.667442846 -0.334621396 0 0 0 
0.0256825 -0.66685201 -0.33431476 0 0 0 
0.025685 -0.666257907 -0.334008641 0 0 0 
0.0256875 -0.665660959 -0.333701219 0 0 0 
0.02569 -0.66506647 -0.333392346 0 0 0 
0.0256925 -0.664465383 -0.33308413 0 0 0 
0.025695 -0.663866948 -0.332773411 0 0 0 
0.0256975 -0.663264695 -0.332463307 0 0 0 
0.0257 -0.662660538 -0.332151738 0 0 0 
0.0257025 -0.662058049 -0.331838976 0 0 0 
0.025705 -0.661449719 -0.331526738 0 0 0 
0.0257075 -0.660843845 -0.331212001 0 0 0 
0.02571 -0.660233439 -0.330898199 0 0 0 
0.0257125 -0.659622834 -0.330582485 0 0 0 
0.025715 -0.65901192 -0.330266088 0 0 0 
0.0257175 -0.65839676 -0.329949889 0 0 0 
0.02572 -0.657783788 -0.329631204 0 0 0 
0.0257225 -0.657165172 -0.32931395 0 0 0 
0.025725 -0.656548716 -0.328994338 0 0 0 
0.0257275 -0.655929179 -0.328674643 0 0 0 
0.02573 -0.655307534 -0.328354255 0 0 0 
0.0257325 -0.654687666 -0.328032298 0 0 0 
0.025735 -0.654062499 -0.3277112 0 0 0 
0.0257375 -0.65343933 -0.327387692 0 0 0 
0.02574 -0.65281139 -0.327065006 0 0 0 
0.0257425 -0.652184815 -0.326740586 0 0 0 
0.025745 -0.651556009 -0.326415668 0 0 0 
0.0257475 -0.650924858 -0.326090582 0 0 0 
0.02575 -0.650295268 -0.325763625 0 0 0 
0.0257525 -0.649660934 -0.325437759 0 0 0 
0.025755 -0.64902826 -0.325109542 0 0 0 
0.0257575 -0.648391134 -0.324782015 0 0 0 
0.02576 -0.647755497 -0.324452909 0 0 0 
0.0257625 -0.647117016 -0.324123373 0 0 0 
0.025765 -0.646477371 -0.323793488 0 0 0 
0.0257675 -0.645838188 -0.323462063 0 0 0 
0.02577 -0.645195329 -0.323131536 0 0 0 
0.0257725 -0.644553718 -0.322798663 0 0 0 
0.025775 -0.643908221 -0.322466903 0 0 0 
0.0257775 -0.643263877 -0.322133194 0 0 0 
0.02578 -0.642615888 -0.321799614 0 0 0 
0.0257825 -0.641968867 -0.321465032 0 0 0 
0.025785 -0.641319278 -0.321129733 0 0 0 
0.0257875 -0.640668939 -0.320794353 0 0 0 
0.02579 -0.640018366 -0.320457412 0 0 0 
0.0257925 -0.639365058 -0.320121397 0 0 0 
0.025795 -0.638712459 -0.319783083 0 0 0 
0.0257975 -0.638056736 -0.319446033 0 0 0 
0.0258 -0.637401638 -0.319106904 0 0 0 
0.0258025 -0.636743668 -0.318768289 0 0 0 
0.025805 -0.636086164 -0.318428306 0 0 0 
0.0258075 -0.635426018 -0.318088227 0 0 0 
0.02581 -0.634766167 -0.317747411 0 0 0 
0.0258125 -0.634103896 -0.317405939 0 0 0 
0.025815 -0.633441742 -0.317064294 0 0 0 
0.0258175 -0.632777473 -0.31672149 0 0 0 
0.02582 -0.632112972 -0.316379012 0 0 0 
0.0258225 -0.631447228 -0.316034929 0 0 0 
0.025825 -0.630780115 -0.315691683 0 0 0 
0.0258275 -0.630112832 -0.315346401 0 0 0 
0.02583 -0.629443584 -0.31500234 0 0 0 
0.0258325 -0.628774087 -0.31465609 0 0 0 
0.025835 -0.628102863 -0.314310976 0 0 0 
0.0258375 -0.627431236 -0.313963876 0 0 0 
0.02584 -0.626758093 -0.313617634 0 0 0 
0.0258425 -0.626084386 -0.313269673 0 0 0 
0.025845 -0.625409369 -0.312922373 0 0 0 
0.0258475 -0.624733624 -0.312573551 0 0 0 
0.02585 -0.62405677 -0.31222525 0 0 0 
0.0258525 -0.623379027 -0.31187556 0 0 0 
0.025855 -0.622700372 -0.311526312 0 0 0 
0.0258575 -0.622020666 -0.311175746 0 0 0 
0.02586 -0.621340238 -0.310825603 0 0 0 
0.0258625 -0.6206586 -0.310474148 0 0 0 
0.025865 -0.619976426 -0.310123159 0 0 0 
0.0258675 -0.619292882 -0.309770802 0 0 0 
0.02587 -0.618608979 -0.309419013 0 0 0 
0.0258725 -0.617923543 -0.309065734 0 0 0 
0.025875 -0.617237905 -0.308713229 0 0 0 
0.0258775 -0.616551139 -0.308359018 0 0 0 
0.02588 -0.615863316 -0.3080059 0 0 0 
0.0258825 -0.615175567 -0.307650868 0 0 0 
0.025885 -0.614485784 -0.307296982 0 0 0 
0.0258875 -0.613796504 -0.306941361 0 0 0 
0.02589 -0.613104928 -0.306586484 0 0 0 
0.0258925 -0.612414029 -0.306230297 0 0 0 
0.025895 -0.611720699 -0.305874421 0 0 0 
0.0258975 -0.61102819 -0.305517713 0 0 0 
0.0259 -0.610333104 -0.305160815 0 0 0 
0.0259025 -0.609638951 -0.304803612 0 0 0 
0.025905 -0.608942798 -0.30444565 0 0 0 
0.0259075 -0.608246381 -0.304088249 0 0 0 
0.02591 -0.607549987 -0.303729277 0 0 0 
0.0259125 -0.606851226 -0.303371459 0 0 0 
0.025915 -0.606153907 -0.303012089 0 0 0 
0.0259175 -0.605453282 -0.302653172 0 0 0 
0.02592 -0.60475426 -0.302293431 0 0 0 
0.0259225 -0.604052895 -0.301933328 0 0 0 
0.025925 -0.603351297 -0.301573631 0 0 0 
0.0259275 -0.602650153 -0.301212439 0 0 0 
0.02593 -0.601946052 -0.300852397 0 0 0 
0.0259325 -0.601243958 -0.300490986 0 0 0 
0.025935 -0.600538922 -0.300129614 0 0 0 
0.0259375 -0.599834185 -0.299768337 0 0 0 
0.02594 -0.59912959 -0.299405776 0 0 0 
0.0259425 -0.598422004 -0.299044237 0 0 0 
0.025945 -0.597716766 -0.298681612 0 0 0 
0.0259475 -0.597009018 -0.298318752 0 0 0 
0.02595 -0.59630025 -0.29795623 0 0 0 
0.0259525 -0.595593293 -0.297592461 0 0 0 
0.025955 -0.594883191 -0.297229251 0 0 0 
0.0259575 -0.594173561 -0.296865888 0 0 0 
0.02596 -0.593464136 -0.296501288 0 0 0 
0.0259625 -0.592752217 -0.296137629 0 0 0 
0.025965 -0.59204135 -0.295773477 0 0 0 
0.0259675 -0.591329972 -0.295408296 0 0 0 
0.02597 -0.590616541 -0.2950439 0 0 0 
0.0259725 -0.589903981 -0.29467913 0 0 0 
0.025975 -0.589191089 -0.294313393 0 0 0 
0.0259775 -0.588476388 -0.293948368 0 0 0 
0.02598 -0.58776166 -0.293583019 0 0 0 
0.0259825 -0.587047618 -0.29321698 0 0 0 
0.025985 -0.586331805 -0.292851066 0 0 0 
0.0259875 -0.585615253 -0.292485149 0 0 0 
0.02599 -0.584899665 -0.292118945 0 0 0 
0.0259925 -0.58418304 -0.291752271 0 0 0 
0.025995 -0.583465391 -0.291385885 0 0 0 
0.0259975 -0.582747694 -0.291019257 0 0 0 
0.026 -0.582029904 -0.290652457 0 0 0 
0.0260025 -0.581311601 -0.290285291 0 0 0 
0.026005 -0.580592525 -0.289918472 0 0 0 
0.0260075 -0.579873366 -0.289551281 0 0 0 
0.02601 -0.579154089 -0.289183916 0 0 0 
0.0260125 -0.578433993 -0.288816518 0 0 0 
0.026015 -0.577713797 -0.288448923 0 0 0 
0.0260175 -0.57699313 -0.28808162 0 0 0 
0.02602 -0.576272392 -0.287714129 0 0 0 
0.0260225 -0.575551761 -0.287346452 0 0 0 
0.026025 -0.574830482 -0.28697866 0 0 0 
0.0260275 -0.574108785 -0.286610803 0 0 0 
0.02603 -0.573386788 -0.286242916 0 0 0 
0.0260325 -0.572664564 -0.285875028 0 0 0 
0.026035 -0.571942174 -0.285507158 0 0 0 
0.0260375 -0.571219658 -0.285139324 0 0 0 
0.02604 -0.570497056 -0.284771538 0 0 0 
0.0260425 -0.569774388 -0.284403808 0 0 0 
0.026045 -0.569051677 -0.284036137 0 0 0 
0.0260475 -0.56832893 -0.283668523 0 0 0 
0.02605 -0.567606151 -0.283300959 0 0 0 
0.0260525 -0.566883328 -0.282933428 0 0 0 
0.026055 -0.566160444 -0.282565999 0 0 0 
0.0260575 -0.565437459 -0.28219874 0 0 0 
0.02606 -0.564714565 -0.281831547 0 0 0 
0.0260625 -0.563991914 -0.281464647 0 0 0 
0.026065 -0.563269183 -0.281098027 0 0 0 
0.0260675 -0.562546829 -0.2807315 0 0 0 
0.02607 -0.561825037 -0.280365347 0 0 0 
0.0260725 -0.561103095 -0.279999458 0 0 0 
0.026075 -0.560381737 -0.279634019 0 0 0 
0.0260775 -0.559661006 -0.279268921 0 0 0 
0.02608 -0.558940581 -0.27890442 0 0 0 
0.0260825 -0.558221022 -0.278540534 0 0 0 
0.026085 -0.557502235 -0.27817734 0 0 0 
0.0260875 -0.556784328 -0.277815105 0 0 0 
0.02609 -0.556067677 -0.277453518 0 0 0 
0.0260925 -0.555352501 -0.277091815 0 0 0 
0.026095 -0.554639263 -0.276729571 0 0 0 
0.0260975 -0.553926569 -0.276365772 0 0 0 
0.0261 -0.553212672 -0.275999494 0 0 0 
0.0261025 -0.552497042 -0.27563101 0 0 0 
0.026105 -0.551777238 -0.275260601 0 0 0 
0.0261075 -0.551052094 -0.274888441 0 0 0 
0.02611 -0.550322622 -0.274514648 0 0 0 
0.0261125 -0.549589308 -0.274139309 0 0 0 
0.026115 -0.548852452 -0.273762491 0 0 0 
0.0261175 -0.548112255 -0.273384248 0 0 0 
0.02612 -0.54736887 -0.273004625 0 0 0 
0.0261225 -0.546622418 -0.272623659 0 0 0 
0.026125 -0.545872996 -0.272241383 0 0 0 
0.0261275 -0.545120685 -0.271857825 0 0 0 
0.02613 -0.544365554 -0.271473008 0 0 0 
0.0261325 -0.543607662 -0.271086956 0 0 0 
0.026135 -0.542847062 -0.270699686 0 0 0 
0.0261375 -0.542083797 -0.270311216 0 0 0 
0.02614 -0.541317908 -0.269921562 0 0 0 
0.0261425 -0.54054943 -0.269530738 0 0 0 
0.026145 -0.539778396 -0.269138757 0 0 0 
0.0261475 -0.539004835 -0.268745632 0 0 0 
0.02615 -0.538228772 -0.268351372 0 0 0 
0.0261525 -0.537450233 -0.267955988 0 0 0 
0.026155 -0.536669238 -0.267559489 0 0 0 
0.0261575 -0.535885809 -0.267161884 0 0 0 
0.02616 -0.535099963 -0.266763182 0 0 0 
0.0261625 -0.534311719 -0.266363388 0 0 0 
0.026165 -0.53352109 -0.265962511 0 0 0 
0.0261675 -0.532728094 -0.265560557 0 0 0 
0.02617 -0.531932742 -0.265157532 0 0 0 
0.0261725 -0.531135048 -0.264753443 0 0 0 
0.026175 -0.530335025 -0.264348295 0 0 0 
0.0261775 -0.529532684 -0.263942094 0 0 0 
0.02618 -0.528728037 -0.263534846 0 0 0 
0.0261825 -0.527921096 -0.263126556 0 0 0 
0.026185 -0.52711187 -0.26271723 0 0 0 
0.0261875 -0.526300371 -0.262306872 0 0 0 
0.02619 -0.525486608 -0.261895487 0 0 0 
0.0261925 -0.524670592 -0.261483079 0 0 0 
0.026195 -0.523852331 -0.261069655 0 0 0 
0.0261975 -0.523031834 -0.260655217 0 0 0 
0.0262 -0.522209111 -0.26023977 0 0 0 
0.0262025 -0.52138417 -0.259823319 0 0 0 
0.026205 -0.520557019 -0.259405867 0 0 0 
0.0262075 -0.519727665 -0.258987419 0 0 0 
0.02621 -0.518896118 -0.258567978 0 0 0 
0.0262125 -0.518062384 -0.258147549 0 0 0 
0.026215 -0.517226472 -0.257726135 0 0 0 
0.0262175 -0.516388387 -0.257303739 0 0 0 
0.02622 -0.515548139 -0.256880366 0 0 0 
0.0262225 -0.514705733 -0.256456018 0 0 0 
0.026225 -0.513861178 -0.256030701 0 0 0 
0.0262275 -0.513014479 -0.255604416 0 0 0 
0.02623 -0.512165643 -0.255177168 0 0 0 
0.0262325 -0.511314678 -0.254748959 0 0 0 
0.026235 -0.51046159 -0.254319794 0 0 0 
0.0262375 -0.509606385 -0.253889676 0 0 0 
0.02624 -0.508749071 -0.253458608 0 0 0 
0.0262425 -0.507889653 -0.253026592 0 0 0 
0.026245 -0.507028139 -0.252593634 0 0 0 
0.0262475 -0.506164534 -0.252159735 0 0 0 
0.02625 -0.505298845 -0.251724899 0 0 0 
0.0262525 -0.504431078 -0.25128913 0 0 0 
0.026255 -0.50356124 -0.25085243 0 0 0 
0.0262575 -0.502689337 -0.250414803 0 0 0 
0.02626 -0.501815376 -0.249976252 0 0 0 
0.0262625 -0.500939362 -0.249536779 0 0 0 
0.026265 -0.500061302 -0.24909639 0 0 0 
0.0262675 -0.499181203 -0.248655085 0 0 0 
0.02627 -0.498299071 -0.24821287 0 0 0 
0.0262725 -0.497414912 -0.247769746 0 0 0 
0.026275 -0.496528732 -0.247325717 0 0 0 
0.0262775 -0.495640538 -0.246880787 0 0 0 
0.02628 -0.494750337 -0.246434958 0 0 0 
0.0262825 -0.493858134 -0.245988233 0 0 0 
0.026285 -0.492963937 -0.245540617 0 0 0 
0.0262875 -0.492067751 -0.245092111 0 0 0 
0.02629 -0.491169583 -0.24464272 0 0 0 
0.0262925 -0.49026944 -0.244192447 0 0 0 
0.026295 -0.489367329 -0.243741294 0 0 0 
0.0262975 -0.488463255 -0.243289265 0 0 0 
0.0263 -0.487557227 -0.242836364 0 0 0 
0.0263025 -0.486649249 -0.242382593 0 0 0 
0.026305 -0.485739329 -0.241927956 0 0 0 
0.0263075 -0.484827475 -0.241472456 0 0 0 
0.02631 -0.483913691 -0.241016097 0 0 0 
0.0263125 -0.482997987 -0.240558882 0 0 0 
0.026315 -0.482080368 -0.240100814 0 0 0 
0.0263175 -0.481160841 -0.239641897 0 0 0 
0.02632 -0.480239413 -0.239182134 0 0 0 
0.0263225 -0.479316092 -0.238721528 0 0 0 
0.026325 -0.478390885 -0.238260083 0 0 0 
0.0263275 -0.477463799 -0.237797803 0 0 0 
0.02633 -0.47653484 -0.23733469 0 0 0 
0.0263325 -0.475604017 -0.236870749 0 0 0 
0.026335 -0.474671337 -0.236405983 0 0 0 
0.0263375 -0.473736807 -0.235940396 0 0 0 
0.02634 -0.472800434 -0.23547399 0 0 0 
0.0263425 -0.471862227 -0.235006771 0 0 0 
0.026345 -0.470922193 -0.23453874 0 0 0 
0.0263475 -0.469980339 -0.234069903 0 0 0 
0.02635 -0.469036674 -0.233600263 0 0 0 
0.0263525 -0.468091205 -0.233129823 0 0 0 
0.026355 -0.467143941 -0.232658587 0 0 0 
0.0263575 -0.466194888 -0.23218656 0 0 0 
0.02636 -0.465244056 -0.231713744 0 0 0 
0.0263625 -0.464291452 -0.231240143 0 0 0 
0.026365 -0.463337084 -0.230765762 0 0 0 
0.0263675 -0.46238096 -0.230290604 0 0 0 
0.02637 -0.461423089 -0.229814672 0 0 0 
0.0263725 -0.460463477 -0.22933797 0 0 0 
0.026375 -0.459502134 -0.228860502 0 0 0 
0.0263775 -0.458539067 -0.228382272 0 0 0 
0.02638 -0.457574284 -0.227903283 0 0 0 
0.0263825 -0.456607793 -0.227423539 0 0 0 
0.026385 -0.455639603 -0.226943043 0 0 0 
0.0263875 -0.454669721 -0.2264618 0 0 0 
0.02639 -0.453698155 -0.225979812 0 0 0 
0.0263925 -0.452724913 -0.225497084 0 0 0 
0.026395 -0.451750004 -0.225013619 0 0 0 
0.0263975 -0.450773434 -0.22452942 0 0 0 
0.0264 -0.449795213 -0.224044491 0 0 0 
0.0264025 -0.448815349 -0.223558837 0 0 0 
0.026405 -0.447833848 -0.22307246 0 0 0 
0.0264075 -0.44685072 -0.222585363 0 0 0 
0.02641 -0.445865972 -0.222097552 0 0 0 
0.0264125 -0.444879612 -0.221609028 0 0 0 
0.026415 -0.443891648 -0.221119796 0 0 0 
0.0264175 -0.44290209 -0.22062986 0 0 0 
0.02642 -0.441910943 -0.220139222 0 0 0 
0.0264225 -0.440918217 -0.219647886 0 0 0 
0.026425 -0.439923919 -0.219155857 0 0 0 
0.0264275 -0.438928058 -0.218663137 0 0 0 
0.02643 -0.437930642 -0.21816973 0 0 0 
0.0264325 -0.436931678 -0.217675639 0 0 0 
0.026435 -0.435931174 -0.217180868 0 0 0 
0.0264375 -0.43492914 -0.216685421 0 0 0 
0.02644 -0.433925583 -0.216189301 0 0 0 
0.0264425 -0.43292051 -0.215692512 0 0 0 
0.026445 -0.431913931 -0.215195056 0 0 0 
0.0264475 -0.430905853 -0.214696938 0 0 0 
0.02645 -0.429896284 -0.214198162 0 0 0 
0.0264525 -0.428885232 -0.213698729 0 0 0 
0.026455 -0.427872706 -0.213198645 0 0 0 
0.0264575 -0.426858713 -0.212697913 0 0 0 
0.02646 -0.425843262 -0.212196535 0 0 0 
0.0264625 -0.42482636 -0.211694516 0 0 0 
0.026465 -0.423808017 -0.211191859 0 0 0 
0.0264675 -0.422788239 -0.210688567 0 0 0 
0.02647 -0.421767036 -0.210184644 0 0 0 
0.0264725 -0.420744415 -0.209680093 0 0 0 
0.026475 -0.419720384 -0.209174918 0 0 0 
0.0264775 -0.418694951 -0.208669122 0 0 0 
0.02648 -0.417668126 -0.208162709 0 0 0 
0.0264825 -0.416639915 -0.207655682 0 0 0 
0.026485 -0.415610326 -0.207148044 0 0 0 
0.0264875 -0.414579369 -0.206639799 0 0 0 
0.02649 -0.413547051 -0.20613095 0 0 0 
0.0264925 -0.412513381 -0.205621501 0 0 0 
0.026495 -0.411478365 -0.205111455 0 0 0 
0.0264975 -0.410442013 -0.204600815 0 0 0 
0.0265 -0.409404333 -0.204089585 0 0 0 
0.0265025 -0.408365333 -0.203577769 0 0 0 
0.026505 -0.40732502 -0.203065369 0 0 0 
0.0265075 -0.406283404 -0.202552388 0 0 0 
0.02651 -0.405240491 -0.202038831 0 0 0 
0.0265125 -0.404196291 -0.201524701 0 0 0 
0.026515 -0.403150811 -0.20101 0 0 0 
0.0265175 -0.40210406 -0.200494733 0 0 0 
0.02652 -0.401056046 -0.199978903 0 0 0 
0.0265225 -0.400006776 -0.199462512 0 0 0 
0.026525 -0.398956259 -0.198945564 0 0 0 
0.0265275 -0.397904503 -0.198428063 0 0 0 
0.02653 -0.396851515 -0.197910012 0 0 0 
0.0265325 -0.395797305 -0.197391413 0 0 0 
0.026535 -0.39474188 -0.196872271 0 0 0 
0.0265375 -0.393685248 -0.196352589 0 0 0 
0.02654 -0.392627418 -0.19583237 0 0 0 
0.0265425 -0.391568397 -0.195311616 0 0 0 
0.026545 -0.390508193 -0.194790332 0 0 0 
0.0265475 -0.389446814 -0.19426852 0 0 0 
0.02655 -0.388384269 -0.193746184 0 0 0 
0.0265525 -0.387320566 -0.193223327 0 0 0 
0.026555 -0.386255711 -0.192699953 0 0 0 
0.0265575 -0.385189715 -0.192176063 0 0 0 
0.02656 -0.384122584 -0.191651662 0 0 0 
0.0265625 -0.383054326 -0.191126753 0 0 0 
0.026565 -0.38198495 -0.190601339 0 0 0 
0.0265675 -0.380914463 -0.190075423 0 0 0 
0.02657 -0.379842873 -0.189549008 0 0 0 
0.0265725 -0.378770189 -0.189022097 0 0 0 
0.026575 -0.377696418 -0.188494693 0 0 0 
0.0265775 -0.376621568 -0.1879668 0 0 0 
0.02658 -0.375545647 -0.187438421 0 0 0 
0.0265825 -0.374468662 -0.186909558 0 0 0 
0.026585 -0.373390623 -0.186380215 0 0 0 
0.0265875 -0.372311536 -0.185850394 0 0 0 
0.02659 -0.37123141 -0.1853201 0 0 0 
0.0265925 -0.370150251 -0.184789335 0 0 0 
0.026595 -0.369068069 -0.184258101 0 0 0 
0.0265975 -0.367984871 -0.183726403 0 0 0 
0.0266 -0.366900665 -0.183194242 0 0 0 
0.0266025 -0.365815458 -0.182661623 0 0 0 
0.026605 -0.364729258 -0.182128547 0 0 0 
0.0266075 -0.363642073 -0.181595018 0 0 0 
0.02661 -0.36255391 -0.181061039 0 0 0 
0.0266125 -0.361464778 -0.180526613 0 0 0 
0.026615 -0.360374684 -0.179991743 0 0 0 
0.0266175 -0.359283636 -0.179456432 0 0 0 
0.02662 -0.358191641 -0.178920682 0 0 0 
0.0266225 -0.357098707 -0.178384496 0 0 0 
0.026625 -0.356004841 -0.177847878 0 0 0 
0.0266275 -0.354910051 -0.177310831 0 0 0 
0.02663 -0.353814345 -0.176773356 0 0 0 
0.0266325 -0.352717731 -0.176235458 0 0 0 
0.026635 -0.351620215 -0.175697138 0 0 0 
0.0266375 -0.350521805 -0.1751584 0 0 0 
0.02664 -0.349422509 -0.174619246 0 0 0 
0.0266425 -0.348322334 -0.17407968 0 0 0 
0.026645 -0.347221288 -0.173539704 0 0 0 
0.0266475 -0.346119378 -0.172999321 0 0 0 
0.02665 -0.345016611 -0.172458533 0 0 0 
0.0266525 -0.343912995 -0.171917344 0 0 0 
0.026655 -0.342808537 -0.171375756 0 0 0 
0.0266575 -0.341703244 -0.170833772 0 0 0 
0.02666 -0.340597125 -0.170291394 0 0 0 
0.0266625 -0.339490185 -0.169748626 0 0 0 
0.026665 -0.338382433 -0.16920547 0 0 0 
0.0266675 -0.337273875 -0.168661928 0 0 0 
0.02667 -0.336164519 -0.168118004 0 0 0 
0.0266725 -0.335054372 -0.167573699 0 0 0 
0.026675 -0.333943441 -0.167029017 0 0 0 
0.0266775 -0.332831734 -0.166483961 0 0 0 
0.02668 -0.331719256 -0.165938532 0 0 0 
0.0266825 -0.330606016 -0.165392733 0 0 0 
0.026685 -0.329492021 -0.164846568 0 0 0 
0.0266875 -0.328377277 -0.164300038 0 0 0 
0.02669 -0.327261791 -0.163753147 0 0 0 
0.0266925 -0.326145571 -0.163205896 0 0 0 
0.026695 -0.325028624 -0.162658288 0 0 0 
0.0266975 -0.323910956 -0.162110326 0 0 0 
0.0267 -0.322792574 -0.161562012 0 0 0 
0.0267025 -0.321673485 -0.161013349 0 0 0 
0.026705 -0.320553696 -0.160464339 0 0 0 
0.0267075 -0.319433215 -0.159914984 0 0 0 
0.02671 -0.318312046 -0.159365288 0 0 0 
0.0267125 -0.317190199 -0.158815253 0 0 0 
0.026715 -0.316067678 -0.15826488 0 0 0 
0.0267175 -0.314944491 -0.157714173 0 0 0 
0.02672 -0.313820645 -0.157163133 0 0 0 
0.0267225 -0.312696146 -0.156611764 0 0 0 
0.026725 -0.311571001 -0.156060067 0 0 0 
0.0267275 -0.310445217 -0.155508045 0 0 0 
0.02673 -0.309318799 -0.154955701 0 0 0 
0.0267325 -0.308191755 -0.154403036 0 0 0 
0.026735 -0.307064092 -0.153850053 0 0 0 
0.0267375 -0.305935815 -0.153296754 0 0 0 
0.02674 -0.304806931 -0.152743142 0 0 0 
0.0267425 -0.303677446 -0.152189218 0 0 0 
0.026745 -0.302547368 -0.151634986 0 0 0 
0.0267475 -0.301416702 -0.151080446 0 0 0 
0.02675 -0.300285455 -0.150525603 0 0 0 
0.0267525 -0.299153633 -0.149970457 0 0 0 
0.026755 -0.298021242 -0.149415011 0 0 0 
0.0267575 -0.296888288 -0.148859268 0 0 0 
0.02676 -0.295754778 -0.148303229 0 0 0 
0.0267625 -0.294620717 -0.147746896 0 0 0 
0.026765 -0.293486111 -0.147190273 0 0 0 
0.0267675 -0.292350967 -0.14663336 0 0 0 
0.02677 -0.29121529 -0.14607616 0 0 0 
0.0267725 -0.290079086 -0.145518675 0 0 0 
0.026775 -0.288942361 -0.144960907 0 0 0 
0.0267775 -0.287805121 -0.144402858 0 0 0 
0.02678 -0.286667372 -0.14384453 0 0 0 
0.0267825 -0.28552912 -0.143285925 0 0 0 
0.026785 -0.28439037 -0.142727044 0 0 0 
0.0267875 -0.283251129 -0.142167891 0 0 0 
0.02679 -0.282111403 -0.141608467 0 0 0 
0.0267925 -0.280971196 -0.141048773 0 0 0 
0.026795 -0.279830516 -0.140488812 0 0 0 
0.0267975 -0.278689367 -0.139928587 0 0 0 
0.0268 -0.277547756 -0.139368098 0 0 0 
0.0268025 -0.276405688 -0.138807348 0 0 0 
0.026805 -0.275263169 -0.138246338 0 0 0 
0.0268075 -0.274120205 -0.137685072 0 0 0 
0.02681 -0.272976801 -0.13712355 0 0 0 
0.0268125 -0.271832963 -0.136561775 0 0 0 
0.026815 -0.270688697 -0.135999748 0 0 0 
0.0268175 -0.269544008 -0.135437472 0 0 0 
0.02682 -0.268398902 -0.134874948 0 0 0 
0.0268225 -0.267253385 -0.134312179 0 0 0 
0.026825 -0.266107462 -0.133749166 0 0 0 
0.0268275 -0.264961138 -0.133185911 0 0 0 
0.02683 -0.26381442 -0.132622417 0 0 0 
0.0268325 -0.262667313 -0.132058684 0 0 0 
0.026835 -0.261519822 -0.131494715 0 0 0 
0.0268375 -0.260371952 -0.130930512 0 0 0 
0.02684 -0.25922371 -0.130366077 0 0 0 
0.0268425 -0.2580751 -0.129801412 0 0 0 
0.026845 -0.256926129 -0.129236518 0 0 0 
0.0268475 -0.255776801 -0.128671397 0 0 0 
0.02685 -0.254627123 -0.128106052 0 0 0 
0.0268525 -0.253477099 -0.127540484 0 0 0 
0.026855 -0.252326734 -0.126974696 0 0 0 
0.0268575 -0.251176035 -0.126408688 0 0 0 
0.02686 -0.250025006 -0.125842463 0 0 0 
0.0268625 -0.248873653 -0.125276022 0 0 0 
0.026865 -0.247721982 -0.124709369 0 0 0 
0.0268675 -0.246569997 -0.124142504 0 0 0 
0.02687 -0.245417704 -0.123575429 0 0 0 
0.0268725 -0.244265109 -0.123008146 0 0 0 
0.026875 -0.243112216 -0.122440658 0 0 0 
0.0268775 -0.241959031 -0.121872967 0 0 0 
0.02688 -0.240805559 -0.121305073 0 0 0 
0.0268825 -0.239651805 -0.12073698 0 0 0 
0.026885 -0.238497776 -0.120168688 0 0 0 
0.0268875 -0.237343476 -0.119600201 0 0 0 
0.02689 -0.236188911 -0.119031519 0 0 0 
0.0268925 -0.235034085 -0.118462646 0 0 0 
0.026895 -0.233879006 -0.117893582 0 0 0 
0.0268975 -0.232723677 -0.11732433 0 0 0 
0.0269 -0.231568104 -0.116754891 0 0 0 
0.0269025 -0.230412293 -0.116185268 0 0 0 
0.026905 -0.229256248 -0.115615463 0 0 0 
0.0269075 -0.228099976 -0.115045477 0 0 0 
0.02691 -0.226943481 -0.114475313 0 0 0 
0.0269125 -0.225786769 -0.113904972 0 0 0 
0.026915 -0.224629844 -0.113334457 0 0 0 
0.0269175 -0.223472714 -0.112763769 0 0 0 
0.02692 -0.222315382 -0.11219291 0 0 0 
0.0269225 -0.221157854 -0.111621884 0 0 0 
0.026925 -0.220000136 -0.11105069 0 0 0 
0.0269275 -0.218842232 -0.110479332 0 0 0 
0.02693 -0.217684149 -0.109907812 0 0 0 
0.0269325 -0.216525892 -0.109336131 0 0 0 
0.026935 -0.215367466 -0.108764293 0 0 0 
