Freq p' spl
0 0.000210430462 20.4415723
10.0160256 0.00120487102 35.5982112
20.0320513 0.0017936093 39.053957
30.0480769 0.00235744624 41.428236
40.0641026 0.00593281741 49.4446197
50.0801282 0.000549498088 28.7787238
60.0961538 0.0112482262 55.0010809
70.1121795 0.0104859584 54.3915627
80.1282051 0.0157747867 57.93867
90.1442308 0.056364492 68.999512
100.160256 0.113864037 75.1071316
110.176282 0.0575503581 69.1803607
120.192308 0.0197589747 59.8946882
130.208333 0.0118137689 55.4271695
140.224359 0.0160406372 58.0838324
150.240385 0.00141083258 36.9689097
160.25641 0.0104502673 54.3619481
170.272436 0.00660619375 50.3784262
180.288462 0.00432980392 46.7087647
190.304487 0.0076500553 51.6526916
200.320513 0.00147156504 37.3349893
210.336538 0.00573230602 49.1459874
220.352564 0.0043935968 46.8358041
230.36859 0.0024367457 41.7156043
240.384615 0.00515038607 48.2161958
250.400641 0.00152002149 37.6163946
260.416667 0.00389106509 45.78077
270.432692 0.00353441258 44.945745
280.448718 0.00164874117 38.3224497
290.464744 0.0044162697 46.8805118
300.480769 0.000897012072 33.0353658
310.496795 0.00213058728 40.5493867
320.512821 0.00267022518 42.5103578
330.528846 0.000965684697 33.6761071
340.544872 0.00284949243 43.0747502
350.560897 0.00153033943 37.6751555
360.576923 0.00191588455 39.6267868
370.592949 0.00245954259 41.796487
380.608974 0.00076607625 31.6648401
390.625 0.00241786719 41.6480489
400.641026 0.00149794847 37.4893376
410.657051 0.00150704705 37.5419363
420.673077 0.00220786343 40.8588442
430.689103 0.000668648493 30.4833575
440.705128 0.00206271714 40.2681937
450.721154 0.00146851231 37.3169519
460.737179 0.00120959388 35.6321917
470.753205 0.00203994493 40.1717689
480.769231 0.000564039245 29.0055865
490.785256 0.00193142974 39.6969784
500.801282 0.00101562585 34.114075
510.817308 0.00101106549 34.0749858
520.833333 0.00170792089 38.6287551
530.849359 0.000667150147 30.4638718
540.865385 0.00149880558 37.4943061
550.88141 0.00124133886 35.8572071
560.897436 0.000870826127 32.7780291
570.913462 0.00152883474 37.6666109
580.929487 0.000682115637 30.6565602
590.945513 0.00129345483 36.2144254
600.961538 0.00114974704 35.1914461
610.977564 0.000772214915 31.7341638
620.99359 0.00133719163 36.5032731
631.009615 0.000706950975 30.967186
641.025641 0.00109732398 34.7860975
651.041667 0.00104060698 34.3251348
661.057692 0.000745180539 31.4246302
671.073718 0.00110330092 34.8332797
681.089744 0.00082383961 32.2962535
691.105769 0.000851840169 32.5865624
701.121795 0.00103784489 34.3020491
711.137821 0.000656871093 30.3290031
721.153846 0.000987651256 33.8714725
731.169872 0.000897719363 33.0422119
741.185897 0.000665525271 30.4426911
751.201923 0.00109252899 34.7480594
761.217949 0.000555677022 28.8758489
771.233974 0.000971894264 33.7317805
781.25 0.000883303632 32.9016004
791.266026 0.000603334352 29.5905611
801.282051 0.00108290052 34.6711713
811.298077 0.000471856046 27.4555906
821.314103 0.000967061838 33.688485
831.330128 0.000805189971 32.0973672
841.346154 0.000623563349 29.8770117
851.362179 0.00101264486 34.0885434
861.378205 0.000446114226 26.9683215
871.394231 0.000959613975 33.6213314
881.410256 0.000687518896 30.7250929
891.426282 0.000895298148 33.0187538
901.442308 0.000552915186 28.8325705
911.458333 0.000435492628 26.7590162
921.474359 0.000709643056 31.0001992
931.490385 0.000658908835 30.3559067
941.50641 0.000523798668 28.3626879
951.522436 0.000756884409 31.5599913
961.538462 0.000481669618 27.6343852
971.554487 0.000683363241 30.6724324
981.570513 0.000608064543 29.6583937
991.586538 0.000545941583 28.7223236
1001.60256 0.000669352736 30.492501
1011.61859 0.000516906651 28.2476425
1021.63462 0.000618628868 29.8080037
1031.65064 0.000578100381 29.2194652
1041.66667 0.000547105467 28.7408212
1051.68269 0.000597143228 29.5009703
1061.69872 0.000539708627 28.6225873
1071.71474 0.000568808805 29.0787263
1081.73077 0.000550846778 28.8000164
1091.74679 0.00057982219 29.2452967
1101.76282 0.00050797916 28.096318
1111.77885 0.000535575999 28.5558222
1121.79487 0.000502081503 27.9948845
1131.8109 0.00052771375 28.4273683
1141.82692 0.000532759916 28.5100309
1151.84295 0.000474105937 27.496908
1161.85897 0.000556829397 28.8938432
1171.875 0.000467687635 27.3785179
1181.89103 0.000512196745 28.1681364
1191.90705 0.000528242127 28.4360608
1201.92308 0.000433081601 26.7107948
1211.9391 0.000557682391 28.9071387
1221.95513 0.000434270273 26.7346021
1231.97115 0.000499160317 27.9442011
1241.98718 0.000512219546 28.168523
1252.00321 0.000406878767 26.1687006
1262.01923 0.000543832928 28.6887101
1272.03526 0.000407496108 26.1818694
1282.05128 0.000482013195 27.6405786
1292.06731 0.000465973579 27.3466259
1302.08333 0.000373440326 25.4238243
1312.09936 0.00054596464 28.7226904
1322.11538 0.000400601827 26.0336586
1332.13141 0.000468323826 27.3903251
1342.14744 0.000481258533 27.6269689
1352.16346 0.000379247619 25.5578573
1362.17949 0.000506152814 28.0650332
1372.19551 0.000387011252 25.7338719
1382.21154 0.000447636384 26.9979077
1392.22756 0.00045550438 27.1492512
1402.24359 0.000373618717 25.4279726
1412.25962 0.000476561462 27.5417785
1422.27564 0.000377298872 25.5131102
1432.29167 0.000430350079 26.6558378
1442.30769 0.000426908438 26.5860949
1452.32372 0.000374781755 25.4549689
1462.33974 0.000441272088 26.8735292
1472.35577 0.000368568613 25.3097671
